show_id,content_types,title,director,cast,country,date_added,release_year,rating,duration,genres,description
s7059,Movie,Immoral Tales,Walerian Borowczyk,"Lise Danvers, Fabrice Luchini, Charlotte Alexandra, Paloma Picasso, Pascale Christophe, Florence Bellamy, Jacopo Berinizi, Lorenzo Berinizi",France,"June 6, 2019",1974,Ur,103,"Dramas, International Movies, Romantic Movies","This Anthology Illustrates The Timeless Nature Of Desire In Four Stories Of Incest, Bloodlust And Other Forbidden Subjects."
s7060,TV Show,In Between,Unknown,"Janel Tsai, Johnny Lu, Darren Chiu, Vivi Lee, Patrick Lee, Fan Kuang-Yao",Taiwan,"January 1, 2017",2012,Tv-14,1,"International Tv Shows, Romantic Tv Shows, Tv Comedies",An Author Having Trouble Finishing His New Romance Novel Because He'S Lost Faith In Love Regains His Romantic Soul After Meeting A Flight Attendant.
s7061,Movie,In Search Of Fellini,Taron Lexton,"Ksenia Solo, Mary Lynn Rajskub, Maria Bello, Enrico Oetiker, Paolo Bernardini, Beth Riesgraf, David O'Donnell, Nancy Cartwright, Bruno Zanin, Michael Wiseman, Andrea Osvárt",USA,"March 19, 2018",2017,R,103,"Action & Adventure, Dramas",A Naive And Sheltered Young Woman Embarks On A Whimsical Adventure Across Italy In The Hopes Of Meeting Director Federico Fellini.
s7062,Movie,In The Deep,Johannes Roberts,"Mandy Moore, Claire Holt, Matthew Modine, Chris Johnson, Yani Gellman, Santiago Segura","United Kingdom, United States, Dominican Republic","January 10, 2018",2017,Pg-13,89,"Horror Movies, International Movies, Thrillers","With Little Oxygen Left In Their Scuba Tanks, Two Sisters Are Trapped In A Shark Cage At The Bottom Of The Ocean While Great Whites Circle Nearby."
s7063,Movie,Incir Receli 2,Aytaç Ağırlar,"Halil Sezai Paracıkoğlu, Şafak Pekdemir, Ahmet Uz, Mehmet Selim Akgül, Sinan Çalışkanoğlu, Tuğba Sarıünal",Turkey,"March 10, 2017",2014,Tv-14,103,"Dramas, International Movies, Romantic Movies","Grief-Stricken Over The Death Of His True Love, Singer-Songwriter Metin Has Given Up On Life, Until He Meets Gizem, Who Slowly Reawakens His Heart."
s7064,Movie,Incoming,Eric Zaragosa,"Scott Adkins, Aaron Mccusker, Vahldin Prelic, Lukas Loughran, Michelle Lehane, Alaa Seif, Milan Kovacevic, Arkie Reece, Vladimir Alenikov, Dominic Power","Serbia, United States","October 26, 2018",2019,Tv-Ma,89,"Action & Adventure, Sci-Fi & Fantasy","When An Imprisoned Terrorist Cell Hijacks A High-Security Prison In Outer Space, A Cia Agent Becomes The One Chance Of Stopping Them."
s7065,Movie,Incomplete,Suman Mukhopadhyay,"Ritwick Chakraborty, Swastika Mukherjee, Paoli Dam, Bratya Basu, Santu Mukherjee, Dibyendu Bhattacharya, Anindya Bandopadhyay, Poulomi Das, Nigel Akkara, Bhed Sinha",India,"April 8, 2017",2017,Tv-Ma,119,"Dramas, International Movies, Romantic Movies","A Man Returns To His Childhood Hometown, Where He Meets The Happily Married Woman He Once Jilted, While His Best Friend Endures A More Volatile Union."
s7066,Movie,Inconceivable,Jonathan Baker,"Gina Gershon, Faye Dunaway, Nicolas Cage, Nicky Whelan, Natalie Eva Marie, Jonathan Baker, James Van Patten","United Kingdom, United States","March 1, 2018",2017,R,106,Thrillers,A Couple Trying To Conceive Invite A Woman With A Mysterious Past To Move In With Them. But It'S An Invitation They Might Come To Regret.
s7067,Movie,Incorruptible,Elizabeth Chai Vasarhelyi,Unknown,"United States, Senegal","September 1, 2017",2015,Tv-Ma,90,Documentaries,"In The Streets Of Senegal, A Youth Movement Rises Up Against A Regime Bent On Retaining Power In This Chronicle Of The Nation'S Stormy 2012 Elections."
s7068,Movie,Incredibles 2 (Spanish Version),Brad Bird,"Víctor Trujillo, Consuelo Duval, Darío T. Pie, Leyla Rangel, Oliver Díaz Barba, Dulce Guerrero, Eli Fucile, Martin Hernandez",USA,"February 8, 2019",2018,Pg,118,"Children & Family Movies, Comedies","When Elastigirl Gets Recruited For A High-Profile Crime-Fighting Mission, Mr. Incredible Takes On His Toughest Assignment Ever: Full-Time Parenting."
s7069,Movie,India,Sanjeev Gupta,"Heeba Shah, Ashwin Shukla, Muskaan, Aldan Shaikh, Ayesha",India,"February 17, 2017",2014,Nr,95,"Dramas, Independent Movies, International Movies","A Man Buys A Young Girl, Code-Names Her ""Doll"" And Sends Her To Live With A Mother Of Two Who Has A Mysterious Mission To Be Fulfilled."
s7070,TV Show,India: Nature'S Wonderland,Unknown,"Liz Bonnin, Jon Gupta, Freida Pinto",UK,"March 1, 2017",2015,Tv-Pg,1,"British Tv Shows, Docuseries, Science & Nature Tv",Wildlife Biologist Liz Bonnin Explores The Natural Wonders Of India In This Series That Reveals The Species And Cultures Unique To This Ancient Land.
s7071,Movie,Indiana Jones And The Kingdom Of The Crystal Skull,Steven Spielberg,"Harrison Ford, Cate Blanchett, Karen Allen, Ray Winstone, John Hurt, Jim Broadbent, Igor Jijikine, Shia Labeouf",USA,"January 1, 2019",2008,Pg-13,123,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","Indiana Jones Is Drawn Into A Russian Plot To Unearth The Crystal Skulls Of Akator, Amazonian Artifacts With Supernatural Powers."
s7072,Movie,Indiana Jones And The Last Crusade,Steven Spielberg,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison",USA,"January 1, 2019",1989,Pg-13,127,"Action & Adventure, Children & Family Movies, Classic Movies","Accompanied By His Father, Indiana Jones Sets Off On His Third Adventure To Explore The Cradle Of Civilization On A Perilous Hunt For The Holy Grail."
s7073,Movie,Indiana Jones And The Raiders Of The Lost Ark,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey, John Rhys-Davies, Denholm Elliott, Alfred Molina, Wolf Kahler, Anthony Higgins, Vic Tablian",USA,"January 1, 2019",1981,Pg,116,"Action & Adventure, Children & Family Movies, Classic Movies","When Indiana Jones Is Hired By The Government To Locate The Legendary Ark Of The Covenant, He Finds Himself Up Against The Entire Nazi Regime."
s7074,Movie,Indiana Jones And The Temple Of Doom,Steven Spielberg,"Harrison Ford, Kate Capshaw, Amrish Puri, Roshan Seth, Philip Stone, Roy Chiao, Jonathan Ke Quan, David Yip, Ric Young, Chua Kah Joo",USA,"January 1, 2019",1984,Pg,119,"Action & Adventure, Children & Family Movies, Classic Movies","Indiana Jones, His Young Sidekick And A Spoiled Songbird Get More Than They Bargained For When They Go To India In Search Of A Missing Magical Stone."
s7075,Movie,Indiscretion,John Stewart Muller,"Mira Sorvino, Cary Elwes, Christopher Backus, Katherine Mcnamara, Lisa Gay Hamilton, Melora Walters, Buck Taylor, Shane Callahan",USA,"February 1, 2017",2016,Tv-Ma,99,"Dramas, Thrillers","After A Weekend Fling With Artist Victor, Veronica, A Psychiatrist And Politician'S Wife, Becomes The Target Of Victor'S Dangerous Romantic Obsession."
s7076,Movie,Inequality For All,Jacob Kornbluth,Robert Reich,USA,"August 29, 2018",2013,Pg,90,Documentaries,Former U.S. Labor Secretary Robert Reich Makes A Compelling Case About The Serious Crisis The U.S. Faces Due To The Widening Economic Gap.
s7077,Movie,Influx,Luca Vullo,Unknown,UK,"April 1, 2018",2016,Tv-Pg,90,"Documentaries, International Movies",Italians In London Reveal The Ups And Downs Of Immigration And Touch Upon Their Uneasiness About Leaving Behind Their Crisis-Ridden Homeland.
s7078,Movie,Inglourious Basterds,Quentin Tarantino,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B.J. Novak, Sylvester Groth, Martin Wuttke","Germany, United States","July 22, 2019",2009,R,153,Action & Adventure,"A Jewish Cinema Owner In Occupied Paris Is Forced To Host A Nazi Premiere, Where A Group Of American Soldiers Called The Basterds Plans A Face-Off."
s7079,Movie,Inkheart,Iain Softley,"Brendan Fraser, Paul Bettany, Helen Mirren, Jim Broadbent, Andy Serkis, Sienna Guillory, Eliza Bennett, Rafi Gavron, Lesley Sharp, Jamie Foreman","Germany, United Kingdom, United States","July 1, 2019",2008,Pg,106,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","Unbeknownst To His 12-Year-Old Daughter, A Bookbinder Has A Secret Ability To Bring Characters To Life By Reading Their Stories Out Loud."
s7080,Movie,Insan,K. Subhash,"Akshay Kumar, Ajay Devgn, Tusshar Kapoor, Esha Deol, Lara Dutta, Laila, Rahul Dev, Koena Mitra, Archana Puran Singh, Sharat Saxena",India,"March 1, 2018",2005,Tv-14,141,"Action & Adventure, Dramas, International Movies","A Grieving Policeman And A Rickshaw Driver Are Brought Together By A Dark, Tragic Secret That Will Change Their Lives Forever."
s7081,TV Show,Inside The Freemasons,Unknown,Unknown,UK,"September 15, 2018",2017,Tv-Ma,1,"British Tv Shows, Docuseries, International Tv Shows","Explore The History And Future Of The Freemasons, A Fraternal Order Steeped In Both Secrecy And Tradition."
s7082,TV Show,Inside The Mind Of A Serial Killer,Unknown,Unknown,USA,"July 1, 2019",2015,Tv-14,1,"Crime Tv Shows, Docuseries","Mixing Dramatic Re-Enactments With Real-Life Footage, This Series Delves Into The Tormented Psyches Of The World'S Most Infamous Serial Killers."
s7083,TV Show,Inside The Mossad,Unknown,Unknown,Israel,"January 29, 2019",2017,Tv-14,1,"Docuseries, International Tv Shows","In This Documentary, Dozens Of Former Agents From The Mossad, Israel'S Foreign Intelligence Agency, Reveal Their Top-Secret Operations."
s7084,TV Show,Inst@Famous,Unknown,Unknown,UK,"December 31, 2018",2018,Tv-Ma,1,Reality Tv,Self-Made Social Media Celebrities Share The Stories Of How They Built Their Online Empires And Where They Plan To Take Their Unexpected Fame Next.
s7085,Movie,Instructions Not Included,Eugenio Derbez,"Eugenio Derbez, Jessica Lindsey, Loreto Peralta, Daniel Raymont, Alessandra Rosaldo, Hugo Stiglitz, Arcelia Ramírez, Sammy Pérez, Agustín Bernal, Karla Souza",Mexico,"January 1, 2020",2013,Pg-13,122,"Comedies, Dramas, International Movies","Unable To Locate The Elusive Mother Of A Baby Girl Left On His Doorstep, An Acapulco Playboy Unexpectedly Begins To Develop Feelings For The Tot."
s7086,TV Show,Intelligence,Unknown,"Ian Tracey, Klea Scott, John Cassini, Matt Frewer, Alana Husband, Kyla Wise, Camille Sullivan, Darcy Laurie, Eugene Lipinski, Michael Eklund",Canada,"July 19, 2017",2007,Tv-Ma,2,"Crime Tv Shows, Tv Dramas",Clashes Both On The Street And In The Bedroom Pits The Female Head Of The Organized Crime Unit Against The Cocky Leader Of A Pot-Smuggling Ring.
s7087,Movie,Internet Famous,Michael Gallagher,"Shane Dawson, Steve Greene, Amanda Cerny, Christian Delgrosso, Wendy Mccolm, Richard Ryan, Roger Bart, John Michael Higgins, Missi Pyle, Jimmy Tatro, Tay Zonday, Adam Busch",USA,"July 21, 2016",2016,Tv-14,87,Comedies,Five Viral Internet Celebrities Travel To A Competition That Will Award One Of Them Their Own Television Series In This Ensemble Comedy.
s7088,Movie,Into The Forest,Patricia Rozema,"Ellen Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie, Michael Eklund, Wendy Crewson",Canada,"November 7, 2018",2015,R,102,"Dramas, International Movies, Sci-Fi & Fantasy","In The Near Future, Two Frightened Sisters Fight For Survival After Losing Their Father During A Deadly, Quietly Looming Apocalypse."
s7089,Movie,Inuyasha The Movie - L'Isola Del Fuoco Scarlatto,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Ken Narita, Cho, Mamiko Noto, Nobutoshi Canna, Fumiko Orikasa, Richard Ian Cox, Moneca Stori",Japan,"September 1, 2017",2004,Tv-Pg,88,"Action & Adventure, Anime Features, International Movies","Ai, A Young Half-Demon Who Has Escaped From Horai Island To Try To Help His People, Returns With Potential Saviors Inuyasha, Sesshomaru And Kikyo."
s7090,Movie,Inuyasha The Movie - La Spada Del Dominatore Del Mondo,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken Narita, Akio Otsuka, Kikuko Inoue",Japan,"September 1, 2017",2003,Tv-14,99,"Action & Adventure, Anime Features, International Movies",The Great Dog Demon Beaqueathed One Of The Three Swords Of The Fang To Each Of His Two Sons. Now The Evil Power Of The Third Sword Has Been Awakened.
s7091,Movie,Inuyasha: The Movie 2: The Castle Beyond The Looking Glass,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Mieko Harada",Japan,"September 1, 2017",2002,Tv-14,99,"Action & Adventure, Anime Features, International Movies","With Their Biggest Foe Seemingly Defeated, Inuyasha And His Friends Return To Everyday Life. But The Peace Is Soon Shattered By An Emerging New Enemy."
s7092,Movie,Invictus,Clint Eastwood,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern, Julian Lewis Jones, Adjoa Andoh, Marguerite Wheatley, Leleti Khumalo, Patrick Lyster, Penny Downie",USA,"November 1, 2019",2009,Pg-13,134,"Dramas, Sports Movies","After The End Of Apartheid, Newly Elected President Nelson Mandela Uses The 1995 World Cup Rugby Matches To Unite His People In South Africa."
s7093,Movie,Invisible Essence: The Little Prince,Charles Officer,Unknown,Canada,"January 14, 2019",2018,Tv-Pg,91,Documentaries,"Artists And Writers Delve Into The Heart Of Antoine De Saint-Exupéry'S Timeless Fable, Which Captured The Imagination Of Children And Adults Worldwide."
s7094,Movie,Inxeba,John Trengove,"Nakhane Touré, Bongile Mantsai, Niza Jay, Thobani Mseleni, Gamelihle Bovana, Halalisani Bradley Cebekhulu, Inga Qwede, Sibabalwe Ngqayana, Siphosethu Ngcetane, Zwelakhe Mtsaka","South Africa, Germany, Netherlands, France","February 1, 2018",2017,Tv-Ma,88,"Dramas, Independent Movies, International Movies","At An Initiation Ritual For The Young Men Of His Xhosa Community, A Closeted Factory Hand Meets A Johannesburg Teen Who Discovers His Best-Kept Secret."
s7095,Movie,Iqbal,Nagesh Kukunoor,"Shreyas Talpade, Naseeruddin Shah, Girish Karnad, Shweta Prasad, Yatin Karyekar, Prateeksha Lonkar, Dilip Salgaonkar, Jyoti Joshi, Aadarsh Balakrishna, Gururaj Manepalli",India,"March 1, 2018",2006,Tv-Y7,127,"Dramas, Independent Movies, International Movies",A Boy With A Hearing And Speech Impairment – And Extraordinary Athletic Ability – Chases His Lifelong Dream Of Playing Cricket For India.
s7096,Movie,Irada Pakka,Kedar Shinde,"Smita Jaykar, Siddarth Jadhav",India,"March 15, 2018",2010,Tv-14,137,"Comedies, Dramas, International Movies","Bored In Their Happy Marriage, A Couple Decides To Spice Things Up By Fighting More, But Their Game Takes The Relationship On An Unexpected Path."
s7097,Movie,Iron Cowboy: The Story Of The 50.50.50,Jacob Schwab,James Lawrence,USA,"July 19, 2019",2018,Tv-14,77,"Documentaries, Sports Movies","A Record-Setting Triathlete Dares To Complete 50 Ironman Races – A 2.4-Mile Swim, A 112-Mile Bike Ride, And A 26.2-Mile Run – In 50 Days In 50 States."
s7098,Movie,Iron Man & Captain America: Heroes United,Leo Riley,"Adrian Pasdar, Roger Craig Smith, Fred Tatasciore, David Kaye, Clancy Brown, Liam O'Brien, Robin Atkin Downes, Dee Bradley Baker",USA,"October 12, 2014",2014,Pg,71,"Children & Family Movies, Sci-Fi & Fantasy","While Battling To Keep The Red Skull And Taskmaster From Unleashing A Hydra Army, Iron Man And Captain America Must Learn To Work Together."
s7099,TV Show,Iron Man: Armored Adventures,Unknown,"Adrian Petriw, Daniel Bacon, Anna Cummer, Vincent Tong, Kristie Marsden, Mackenzie Gray, Lisa Ann Beley, Alistair Abell, Catherine Lough Haggquist, Fred Henderson","Canada, United States, United Kingdom, France, Luxembourg","August 1, 2020",2011,Tv-Y7,2,Kids' Tv,Teen Phenom Tony Stark Takes To The Skies With An Ingeniously Engineered Suit Of Armor To Learn The Truth About His Father'S Mysterious Death.
s7100,Movie,Ishqedarriyaan,V. K. Prakash,"Suhasini Mulay, Kavin Dave, Evelyn Sharma",India,"March 1, 2018",2015,Tv-14,130,"Dramas, International Movies, Romantic Movies",A Young Millionaire Is Willing To Do Anything To Make The Schoolteacher He Loves Happy. Even If It Means Helping Her Marry Someone Else.
s7101,TV Show,Islands Of The Future,Unknown,Unknown,UK,"March 1, 2017",2014,Tv-Pg,1,"Docuseries, International Tv Shows, Science & Nature Tv","Amid Rising Oil And Gas Prices And Dwindling Resources, Tiny Islands Off The Coast Of Europe Are Rethinking The Future Of Energy."
s7102,TV Show,마녀사냥,Unknown,"Si-Kyung Sung, Se-Yoon Yoo, Dong-Yup Shin, Ji-Woong Heo, Sam Hammington",South Korea,"February 19, 2018",2015,Tv-Ma,1,"International Tv Shows, Korean Tv Shows, Stand-Up Comedy & Talk Shows","Four Korean Celebrity Men And Guest Stars Of Both Genders Discuss Women, Sex And Relationships – To An Unprecedented Degree Of Openness."
s7103,Movie,Issaq,Manish Tiwary,"Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan, Rajeshwari Sachdev, Neena Gupta, Makarand Deshpande, Vineet Kumar Singh, Amit Sial, Prashantt Guptha, Sudhir Pandey, Evelyn Sharma, Sandeep Bose",India,"March 1, 2018",2013,Tv-Ma,140,"Dramas, International Movies, Music & Musicals",Two Young Lovers In Banaras Are Caught In The Crossfire Of A Feud Between Their Powerful Families And A Political Climate Destroying Their City.
s7104,Movie,It Takes Two,Andy Tennant,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett",USA,"November 20, 2019",1995,Pg,101,"Children & Family Movies, Comedies","The Olsen Twins Put A Cute New Spin On Mark Twain'S Classic Tale ""The Prince And The Pauper,"" Playing Identical 9-Year-Olds From Very Different Backgrounds: Orphaned Amanda And Wealthy Alyssa."
s7105,Movie,It'S Fine,Ismail Farouk,"Saad El Soghayar, Amar, Mohamed Ramadan, Kareem Mahmoud Abdel Aziz, Ayten Amer, Aminaa Alfakharani, Genna Amr, Lotfy Labib, Mahmoud Ellithy",Unknown,"May 3, 2019",2012,Tv-14,101,"Comedies, International Movies, Music & Musicals","When A Beautiful Belly-Dancer Moves Into Their Apartment Building, A Group Of Unhappily Married Men Strives To Get Her Attention."
s7106,Movie,It'S Now Or Never,Maria Ripoll,"Dani Rovira, María Valverde, Jordi Sánchez, Joaquín Núñez, Alicia Rubio, Clara Lago, Anna Gras, Gracia Olayo, Melody, Marta Pérez",Spain,"March 1, 2016",2015,Tv-Ma,91,"Comedies, International Movies, Romantic Movies","When Eva And Alex Decide To Wed In England, Where They Met Three Years Earlier, Obstacles Including A Labor Strike And A Volcano Keep Them Apart."
s7107,Movie,"It'S Okay, Buddy",Hani Hamdi,"Mahmood El-Laithi, Saad El Soghayar, Nermin Maher, Safinaz",Egypt,"June 6, 2019",2017,Tv-14,84,"Comedies, International Movies, Music & Musicals",Two Down-On-Their-Luck Singers Set Out To Marry Wealthy Women – But Not Everyone Is Happy To Have Them Climb The Social Ladder.
s7108,Movie,Iverson,Zatella Beatty,Allen Iverson,USA,"April 1, 2016",2014,Nr,88,"Documentaries, Sports Movies","This Unfiltered Documentary Follows The Rocky Life And Stratospheric Career Of Allen Iverson, An Nba Icon Who Left An Indelible Mark On The Sport."
s7109,Movie,최강전사 미니특공대 : 영웅의 탄생,Young Jun Lee,"Um Sang-Hyun, Yang Jeong-Hwa, Jeon Tae-Yeol, Shin Yong-Woo, Lee So-Young, So-Yeon",Unknown,"September 1, 2018",2018,Tv-Y7,68,Children & Family Movies,"Miniforce, A Special Task Force Of Elite Rangers, Takes On The Lizard Army To Save Earth Before It’S Too Late, In This Prequel To The Tv Series."
s7110,Movie,Jaan-E-Mann: Let'S Fall In Love... Again,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher, Aman Verma, Javed Sheikh, Soni Razdan, Nawab Shah",India,"December 31, 2019",2006,Tv-14,163,"Dramas, International Movies, Romantic Movies","To Avoid Alimony Payments, An Aspiring Actor Schemes For His Ex-Wife To Marry An Unlikely Suitor, But Soon Realizes He May Not Be Ready To Lose Her."
s7111,Movie,Jack And The Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla","Orlando Seale, Samantha Barks, Harry Sadeghi, Stephane Cornicard, Jessie Buckley, Sophia Ellis, Barbara Scaff, Michelle Fairley, Richard Ridings, Howard Samuels","France, Belgium","February 8, 2017",2013,Pg,93,"Children & Family Movies, Music & Musicals","Equipped With A Mechanical Heart And Determined To Stay Out Of Death'S Shadow, Young Jack Understands That Love Could Prove Fatal."
s7112,Movie,Jack Of All Trades,"Harvey Glazer, Stuart Stone",Unknown,Canada,"July 16, 2019",2018,Tv-Ma,86,"Documentaries, Sports Movies","Once Upon A Time, Baseball Cards Were As Much An American Pastime As The Sport. But Then Scandal Rocked The Multi-Million-Dollar Industry For Good."
s7113,TV Show,Jack Taylor,Stuart Orme,"Iain Glen, Killian Scott, Nora-Jane Noone, Tara Breathnach, Frank O'Sullivan","United States, Ireland","March 31, 2013",2016,Tv-Ma,1,"Crime Tv Shows, International Tv Shows, Tv Dramas",Ken Bruen'S Bestselling Crime Novels Leap To Life In This Series Of Tv Movies Featuring Irish Cop-Turned-Private-Investigator Jack Taylor.
s7114,Movie,Jackie Brown,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda, Michael Keaton, Robert De Niro, Michael Bowen, Chris Tucker, Lisagay Hamilton, Tommy 'Tiny' Lister, Hattie Winston, Sid Haig",USA,"August 1, 2019",1997,R,154,"Dramas, Thrillers","When An Aging Flight Attendant'S Caught Smuggling Cash And Forced To Help With An Investigation, She Hatches A Clever Plan To Make Off With The Dough."
s7115,Movie,Jackpot,Dustin Nguyen,"Chi Tai, Lan Ngoc, Dustin Nguyen, Thu Trang",Vietnam,"October 6, 2018",2015,Tv-14,92,"Comedies, Dramas, International Movies",A Lottery Ticket Salesperson Faces An Ethical Dilemma After Setting Aside A Soon-To-Be Winning Ticket For A Customer To Pick Up And Pay For Later.
s7116,Movie,Jail,Madhur Bhandarkar,"Neil Nitin Mukesh, Manoj Bajpayee, Mugdha Godse, Arya Babbar, Chetan Pandit, Rahul Singh, Navni Parihar, Manish Mehta",India,"December 31, 2019",2009,Tv-14,132,"Dramas, International Movies","Incarcerated For A Crime He Didn’T Commit, A Young Man Must Navigate The Crowded, Cut-Throat Environment Of Prison As He Awaits Trial."
s7117,Movie,Jake'S Buccaneer Blast,Unknown,"Megan Richie, Riley Thomas Stewart, Jadon Sand, David Arquette, Jeff Bennett, Corey Burton, Adam Wylie, Dee Bradley Baker",Unknown,"August 6, 2017",2014,Tv-Y,22,Movies,"Jake, Izzy, Cubby And Skully Face Off Against The Scheming Captain Hook In A Race To Find Special Treasures Hidden All Around Never Land."
s7118,Movie,Jal,Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma, Mukul Dev, Saidah Jules, Ravi Gossain, Rahul Singh",India,"October 15, 2017",2013,Tv-14,132,"Dramas, Independent Movies, International Movies",A Gifted Young Man From A Drought-Stricken Village Helps A Group Of Ecologists Find Water For Migrating Flamingoes.
s7119,Movie,Jalpari: The Desert Mermaid,Nila Madhab Panda,"Lehar Khan, Krishang Trivedi, Parvin Dabas, Suhasini Mulay, V.M. Badola, Tannishtha Chatterjee, Rahul Singh, Harsh Mayar",India,"May 19, 2018",2012,Tv-14,94,"Dramas, Independent Movies, International Movies","When They Travel To Their Father'S Ancestral Village, City Kids Expecting A Natural Paradise Instead Find A Poor, Dusty Town That Harbors Secrets."
s7120,Movie,Janaan,Azfar Jafri,"Armeena Rana Khan, Bilal Ashraf, Ali Rehman Khan, Hania Aamir, Usman Mukhtar, Nayyar Ejaz",Pakistan,"September 15, 2017",2016,Tv-14,132,"Comedies, Dramas, International Movies","After 11 Years In Canada, Young Meena Returns To Her Native Pakistan For A Family Wedding And Becomes Romantically Entangled With An Adopted Cousin."
s7121,TV Show,Japanese Style Originator,Unknown,"Takeo Chii, Hisako Manda, Takahiro Azuma, Kazuya Masuda",Japan,"May 1, 2017",2008,Tv-G,1,"International Tv Shows, Stand-Up Comedy & Talk Shows","Find Out Everything There Is To Know About Japanese Tradition, From Food To Culture To Objects And Arts, And The People Who Are Continuing It Today."
s7122,Movie,Jay And Silent Bob Strike Back,Kevin Smith,"Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson, Brian O'Halloran, Shannon Elizabeth, Eliza Dushku, Ali Larter, Jennifer Schwalbach, Will Ferrell, Jason Lee",USA,"January 1, 2019",2001,R,105,"Comedies, Cult Movies","Jay And Silent Bob'S Comic Book Alter Egos Have Been Sold To Hollywood Without Permission, So They Head To Tinseltown To Sabotage The Production."
s7123,Movie,Jealousy And Medicine,Janusz Majewski,"Mariusz Dmochowski, Ewa Krzyżewska, Włodzimierz Boruński, Andrzej Mrowiec, Józef Rosiński, Piotr Kąkolewski, Beata Nowicka, Edmund Fetting, Grażyna Staniszewska, Andrzej Łapicki",Poland,"October 1, 2019",1973,Tv-Ma,97,"Dramas, International Movies, Romantic Movies","Tormented By Mistrust, A Businessman Hires A Cagey Tailor To Track His Wife'S Whereabouts With Her Doctor Only To Send His Mind Further Down An Abyss."
s7124,TV Show,Jeopardy!,Unknown,Alex Trebek,USA,"December 18, 2020",2019,Tv-G,2,Reality Tv,"Alex Trebek Hosts One Of Tv'S Longest-Running Game Shows, Where A Trio Of Players Buzz In With Their Knowledge Of History, Arts, Pop Culture And More."
s7125,Movie,Jeremy Scott: The People'S Designer,Vlad Yudin,Jeremy Scott,USA,"April 1, 2016",2015,Pg-13,109,Documentaries,The Journey Of Fashion Designer Jeremy Scott From Humble Roots On A Missouri Farm To Creative Director Of Moschino Is Charted In This Documentary.
s7126,TV Show,Jericho,Unknown,"Skeet Ulrich, Lennie James, Ashley Scott, Kenneth Mitchell, Brad Beyer, April Parker-Jones, Alicia Coppola, Pamela Reed, Bob Stephenson, Gerald Mcraney, Clare Carey, Richard Speight Jr., Michael Gaston, Erik Knudsen, Shoshannah Stern, Sprague Grayden",USA,"August 16, 2017",2008,Tv-14,2,"Classic & Cult Tv, Tv Action & Adventure, Tv Dramas","Jake Returns To His Kansas Town To Collect An Inheritance, But A Nuclear Blast Cuts Off The Outside World And Makes Him A Reluctant Leader Amid Chaos."
s7127,Movie,Jersey Boys,Clint Eastwood,"John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza, Christopher Walken, Mike Doyle, Renée Marino, Erica Piccininni, Joey Russo, Donnie Kehr, Katherine Narducci, Steve Schirripa",USA,"January 1, 2019",2014,R,134,"Dramas, Music & Musicals","Adapted From The Hit Broadway Musical, This Nostalgic Look At The Four Seasons And Their Bumpy Offstage Lives Stretches Across Four Decades."
s7128,Movie,Jesus: Countdown To Calvary,Gerry Hoban,Hugh Bonneville,"Ireland, United States, France","April 1, 2019",2018,Tv-14,53,"Documentaries, Faith & Spirituality",Host Hugh Bonneville Traces Jesus' Last Days To Learn How The Execution Of An Itinerant Jewish Preacher Had An Immense Impact On Society.
s7129,Movie,Jewel'S Catch One,C. Fitz,Jewel Thais-Williams,USA,"May 1, 2018",2016,Tv-Ma,84,"Documentaries, Lgbtq Movies","The Story Of Famed L.A. Nightclub Catch One And Owner Jewel Thais-Williams, Who Defied All Odds And Provided A Safe Space For Black Lgbt Communities."
